Título|Ano de Publicação|Tipo de Acesso|Tipo de Documento|Assuntos|Idioma|Descrição|Link de Acesso
Application of levelized and environmental cost accounting techniques to demonstrate the feasibility of green hydrogen-powered buses in Brazil|||ARTIGO DE PERIODICO|COMBUSTÍVEIS ALTERNATIVOS|Inglês||https://doi.org/10.3390/hydrogen6010010
Validation study of ultrasonography versus computed tomography for measuring muscle mass loss in critically ill patients [Carta]: CT mUS study|||ARTIGO DE PERIODICO-CARTA/EDITORIAL|ULTRASSONOGRAFIA|Inglês||https://doi.org/10.1186/s13054-023-04596-2
Interactions of extracellular vesicles from pathogenic fungi with innate leukocytes|||PARTE DE MONOGRAFIA/LIVRO|BIOMEDICINA|Inglês||https://doi.org/10.1007/978-3-030-83391-6_9
Study of a nonlocal Chafee-Infante equation using semigroup theory|||TESE|EQUAÇÕES DIFERENCIAIS PARCIAIS NÃO LINEARES|Inglês||https://doi.org/10.11606/T.55.2024.tde-01042025-144113
Large variability of soil microbial diversity and functions in an over 20-year old Eucalyptus grandis plantation|||ARTIGO DE PERIODICO|VARIABILIDADE ESPACIAL|Inglês||https://doi.org/10.1016/j.apsoil.2025.106008
Qual o sentido de publicar A revolução burguesa no Brasil quarenta e cinco anos ... [Contracapa]|||OUTROS|CAPITALISMO|Português||
A revolução burguesa no Brasil é a culminação da obra de Florestan Fernandes [Orelha]|||OUTROS|CAPITALISMO|Português||
Comecei a escrever este livro em 1966 [Nota Explicativa]|||OUTROS|CAPITALISMO|Português||
A revolução burguesa no Brasil: ensaio de interpretação sociológica|||MONOGRAFIA/LIVRO|CAPITALISMO|Português||
Palatal obturator prosthesis as a tool in the rehabilitative treatment of patients with oral cancer|||ARTIGO DE PERIODICO|NEOPLASIAS BUCAIS|Inglês||
Utopia camponesa de Chayanov diante de perspectivas contemporâneas de uma sociedade mais justa e ecológica|||TRABALHO DE EVENTO|UTOPIA|Português||https://redesrurais.org.br/wp-content/uploads/2024/03/Anais-10-Encontro.pdf
Tempos fraturados|||PRODUCAO ART E/OU MAT AUDIO-VISUAIS|CATÁLOGO DE EXPOSIÇÃO|Português||
Estratégias de comunicação enfermeiro-paciente: proposta de um vídeo educativo para estudantes de enfermagem|||ARTIGO DE PERIODICO|ENFERMAGEM|Português||https://doi.org/10.1590/1518-8345.6177.3859
Associação entre fadiga, senso de coerência e funcionalidade no pós infarto do miocárdio|||TESE|PERFORMANCE|Português||https://doi.org/10.11606/D.7.2023.tde-01042025-094904
Serologic and molecular survey for Rickettsia in small mammals in the Andes of Colombia|||ARTIGO DE PERIODICO|COLÔMBIA|Inglês||https://doi.org/10.1016/j.actatropica.2025.107589
Biotreatment optimization of rice straw hydrolyzates for ethanolic fermentation with Scheffersomyces stipitis|||ARTIGO DE PERIODICO|ETANOL|Inglês||https://doi.org/10.1016/j.biombioe.2018.02.003
Sustainable and simple water-induced separation of ionic liquid mixtures|||ARTIGO DE PERIODICO|TERMODINÂMICA|Inglês||https://dx.doi.org/10.1002/anie.202503863
Justificações da adoção do enfoque territorial nas políticas públicas rurais: o protagonismo da Bahia|||TRABALHO DE EVENTO|TERRITÓRIO|Português||https://redesrurais.org.br/wp-content/uploads/2024/03/Anais-10-Encontro.pdf
Non-canonical Ca2+- Akt signaling pathway mediates the antiproteolytic effects induced by oxytocin receptor stimulation in skeletal muscle|||ARTIGO DE PERIODICO|TRANSDUÇÃO DE SINAL CELULAR|Inglês||https://doi.org/10.1016/j.bcp.2023.115850
Psychedelic medicines in major depression: progress and future challenges|||PARTE DE MONOGRAFIA/LIVRO|PSIQUIATRIA|Inglês||https://doi.org/10.1007/978-981-33-6044-0_26
Hidrogéis e filmes a base de biopolímeros naturais contendo nanofibras de celulose de palha de soja: propriedades físicas dos materiais e reológicas das dispersões biopoliméricas|||TESE|NANOCOMPOSITOS|Português||https://doi.org/10.11606/T.74.2024.tde-01042025-113210
O consumidor do esporte: da distinção social à imersão digita|||TESE|ESPORTES ELETRÔNICOS|Português||https://doi.org/10.11606/T.39.2019.tde-01042025-083925
Influência da bandeleta de Simonart no posicionamento dos incisivos laterais superiores em indivíduos com fissura labiopalatina unilateral completa|||TRABALHO DE EVENTO-RESUMO|ANOMALIA DENTÁRIA|Português||
Oral health-related quality of life in children and adolescents with cancer: a systematic review|||ARTIGO DE PERIODICO|NEOPLASIAS|Inglês||
Soil health and modern Brazilian agriculture|||MONOGRAFIA/LIVRO-ED/ORG|QUALIDADE DO SOLO|Inglês||
Relatos durante a disciplina de Estágio Supervisionado de Química: um olhar para manifestações e conhecimentos docentes|||TRABALHO DE EVENTO-RESUMO|QUÍMICA|Português||https://static.even3.com/anais/819426.pdf
Impact of a quality improvement programme on the preparation and administration of medications via a nasoenteral feeding tube: 2014–2019 intervention study|||ARTIGO DE PERIODICO|QUALIDADE DOS CUIDADOS DE SAÚDE|Inglês||https://doi.org/10.1136/bmjoq-2022-002183
Key factors for closing the soybean yield gap in Brazil’s leading producing region|||ARTIGO DE PERIODICO|SOJA|Inglês||https://doi.org/10.1007/s42106-025-00333-7
Hipodontia e hiperdontia dos incisivos laterais superiores decíduos e permanentes em indivíduos com fissura labiopalatina unilateral completa|||TRABALHO DE EVENTO-RESUMO|FISSURA LÁBIOPALATINA|Português||
Heterozygous BTNL8 variants in individuals with multisystem inflammatory syndrome in children (MIS-C)|||ARTIGO DE PERIODICO|ESTUDOS DE COORTES|Inglês||https://doi.org/10.1084/jem.20240699
Matriz de equivalentes funcionais da falência pessoal no direito brasileiro|||PARTE DE MONOGRAFIA/LIVRO|DÍVIDA|Português||
O retábulo, expressão maior do Barroco e do Rococó luso-brasileiro|||ARTIGO DE PERIODICO|ROCOCÓ|Português||
A catalog of Stratiomyidae (Diptera: Brachycera) from Chile, with a new synonym and notes on the species|||ARTIGO DE PERIODICO|ZOOLOGIA (CLASSIFICAÇÃO)|Inglês||https://doi.org/10.11646/zootaxa.5004.1.1
O futuro da pesquisa em inteligência artificial|||ARTIGO DE PERIODICO|APRENDIZAGEM PROFUNDA|Português||https://doi.org/10.11606/issn.2316-9036.i141p133-146
Epúlide, cisto odontogênico ou supranumerário?: relato de 2 casos|||TRABALHO DE EVENTO-RESUMO|FISSURA LÁBIOPALATINA|Português||
Fear of COVID-19, Psychological Distress, and Insomnia Severity Among a Brazilian Psychiatric Sample at the Peak of the COVID-19 Pandemic|||ARTIGO DE PERIODICO|INSÔNIA|Inglês||https://doi.org/10.3390/psychiatryint6020037
Justificações da adoção do enfoque territorial nas políticas públicas rurais: o caso da Bahia|||ARTIGO DE PERIODICO|TERRITÓRIO|Português||https://doi.org/10.37370/raizes.2025.v44.862
Resurrection of Pilumnus vinaceus A. Milne-Edwards, 1880 (Brachyura: Pilumnidae) using integrative evidence from molecular and morphology|||ARTIGO DE PERIODICO|ZOOLOGIA (CLASSIFICAÇÃO)|Inglês||https://doi.org/10.11646/zootaxa.5047.5.4
Indícios de conhecimentos Docentes: uma análise em planejamentos e sequências didáticas de licenciandos em Química|||TRABALHO DE EVENTO-RESUMO|QUÍMICA|Português||https://static.even3.com/anais/816149.pdf
The Family Uropodidae Kramer (Figs 71.1 and 71.2)|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
Virulence potential of Salmonella 1,4, [5],12:i:- strains isolated during decades from different sources in the Southeast region of Brazil|||ARTIGO DE PERIODICO|VIRULÊNCIA|Inglês||https://doi.org/10.1007/s42770-023-01145-5
The Family Uropodellidae Camin (Fig. 70.1)|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
The Family Phytoseidae Berlese (Figs 69.1–69.3)|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
Tradução e des(igualdade): relendo entre línguas La Havane/ viaje a la habana de condesa de Merlin|||ARTIGO DE PERIODICO|LÍNGUAS|Espanhol||https://biblio.fflch.usp.br/Gasparini_PF_3241735_TraducaoEDesi(gualdade).pdf
The Family Parasitidae Oudemans (Fig. 68.1)|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
Effects of JL13, a pyridobenzoxazepine compound, in dopaminergic and glutamatergic models of antipsychotic activity|||ARTIGO DE PERIODICO|MODELOS ANIMAIS DE DOENÇAS|Inglês||https://doi.org/10.1097/FBP.0000000000000595
The Family Parholaspididae Evans|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
Integração de transdutores de piezoeletretos em vestíveis inteligentes|||TRABALHO DE EVENTO-RESUMO|ENGENHARIA ELÉTRICA|Português||https://soac.eesc.usp.br/index.php/siicusp/32siicusp/paper/viewFile/4475/3206
The Family Macrochelidae Vitzthum(Figs 66.1 and 66.2)|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
Análise da similaridade de cossenos para monitoramento da condição da ferramenta no processo de fresamento baseado em emissão acústica|||TRABALHO DE EVENTO-RESUMO|ENGENHARIA ELÉTRICA|Português||https://soac.eesc.usp.br/index.php/siicusp/32siicusp/paper/viewFile/4473/3188
Revisiting citrus rootstocks polyploidy as a means to improve drought resilience: sometimes less is more|||ARTIGO DE PERIODICO|BIOLOGIA VEGETAL|Inglês||https://doi.org/10.1111/pce.15126
Phylogeography of a widely distributed atlantic species: the case of the ghost crab ocypode quadrata (Fabricius, 1787) (Decapoda: Brachyura: Ocypodidae)|||ARTIGO DE PERIODICO|HAPLOTIPOS|Inglês||https://doi.org/10.3390/arthropoda2020010
A proteção brasileira de dados pessoais nas relações de trabalho: Síntese de uma abordagem crítico-construtiva de base principiológica e humanista|||PARTE DE MONOGRAFIA/LIVRO-APRES/PREF/POSF|PROTEÇÃO DE DADOS PESSOAIS|Português||
Fatores associados à cárie dentária em adolescentes: um estudo transversal, estado de São Paulo, 2015|||ARTIGO DE PERIODICO|SÃO PAULO|Português||https://doi.org/10.1590/s1679-49742020000500007
Effects of defective nanostructured alumina supports on the syngas production by tri-reforming of methane|||ARTIGO DE PERIODICO|ALUMINA|Inglês||https://doi.org/10.1016/j.cattod.2025.115280
Cuidado paliativo: formação técnica e humanística para profissionais de saúde|||MONOGRAFIA/LIVRO-ED/ORG|PACIENTE TERMINAL|Português||
Poesia e guerra: uma conferência de Erich Auerbach e seus estratos históricos|||ARTIGO DE PERIODICO|GUERRA|Português||https://biblio.fflch.usp.br/Waizbort_L_3241710_PoesiaEGuerraUmaConferenciaDeErichAuerbach.pdf
Is the articularis humeri muscle homologous to the coracobrachialis muscle in carnivorans? An evolutionary and terminological answer based on the shoulder myology of the coati (Nasua nasua, Carnivora, Procyonidae)|||ARTIGO DE PERIODICO|QUATIS|Inglês||https://doi.org/10.1111/ahe.70034
The potential of phenothiazinium dyes as cytotoxicity markers in cisplatin-treated cells|||ARTIGO DE PERIODICO|ANTIPSICÓTICOS|Inglês||https://doi.org/10.1038/s41598-023-36721-0
Esta obra é fruto dos estudos ... [apresentação]|||PARTE DE MONOGRAFIA/LIVRO-APRES/PREF/POSF|PROTEÇÃO DE DADOS PESSOAIS|Português||
Proteção de dados pessoais e provas digitais no marco do direito do trabalho: estudos da Escola Judicial do TRT da 15ª região|||MONOGRAFIA/LIVRO-ED/ORG|PROTEÇÃO DE DADOS PESSOAIS|Português||
Newborn screening for inborn errors of immunity in Brazil [Carta]|||ARTIGO DE PERIODICO-CARTA/EDITORIAL|IMUNOFENOTIPAGEM|Inglês||https://doi.org/10.1111/pai.70047
É necessária a profilaxia antibiótica prévia aos procedimentos odontológicos em indivíduos com a síndrome de Kabuki?|||TRABALHO DE EVENTO-RESUMO|ANORMALIDADES CROMOSSÔMICAS|Português||
Resveratrol directly suppresses proteolysis possibly via PKA/CREB signaling in denervated rat skeletal muscle|||ARTIGO DE PERIODICO|METABOLISMO DE PROTEÍNA|Inglês||https://doi.org/10.1590/0001-3765202320220877
Estabelecimento de padrões para a realização de experimentos com sensor de impedância elétrica para medição do traço de concreto|||TRABALHO DE EVENTO-RESUMO|ENGENHARIA ELÉTRICA|Português||https://soac.eesc.usp.br/index.php/siicusp/32siicusp/paper/viewFile/4471/3091
Estado, economia e educação: racionalidades em disputa e o caso brasileiro|||PARTE DE MONOGRAFIA/LIVRO|REFORMA DO ENSINO|Português||https://www.livrosabertos.abcd.usp.br/portaldelivrosUSP/catalog/view/1520/1385/5414
The anticholesterol oxidation effects of garlic ( L.) and leek ( L.) in frozen fish burgers submitted to grilling|||ARTIGO DE PERIODICO|OXIDAÇÃO|Português||https://doi.org/10.1111/1750-3841.15344
Intravitreal metoprolol for circumscribed choroidal hemangiomas: a phase I clinical trial|||ARTIGO DE PERIODICO|HEMANGIOMA|Inglês||https://doi.org/10.1007/s00417-021-05153-9
Tailoring gamified educational systems to users and context: an extended abstract|||TRABALHO DE EVENTO|ANÁLISE DE DADOS|Inglês||https://doi.org/10.5753/educomp_estendido.2024.238899
Padronização do contraste de bário nas preparações para videofluoroscopia em bebês com disfagia|||TRABALHO DE EVENTO-RESUMO|BEBÊS|Português||
Entre desafios e reinvenções. [Apresentação]|||PARTE DE MONOGRAFIA/LIVRO-APRES/PREF/POSF|GESTÃO DEMOCRÁTICA DA EDUCAÇÃO|Português||https://www.livrosabertos.abcd.usp.br/portaldelivrosUSP/catalog/view/1520/1385/5414
África(s) na(s) literatura(s): novos e velhos mundos em debate. [Apresentação]|||PARTE DE MONOGRAFIA/LIVRO-APRES/PREF/POSF|ÁFRICA|Português||
The Family Laelapidae Berlese (Figs 65.1–65.7)|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
The Family Eviphididae Berlese (Figs 64.1 and 64.2)|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
The Family Trematuridae Berlese (Figs 63.1 and 63.2)|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
MTA apical plug: successful approach during endodontic reintervention in a tooth with anatomical complexity in an area of cleft lip and palate|||TRABALHO DE EVENTO-RESUMO|TRATAMENTO DO CANAL RADICULAR|Inglês||
The Family Oplitidae Johnston (Fig. 62.1)|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
Hydrogel polymer as a sustainable input for mitigating nutrient leaching and promoting plant growth in sugarcane crops|||ARTIGO DE PERIODICO|SUSTENTABILIDADE|Inglês||https://doi.org/10.4025/actasciagron.v47i1.68642
Desafios e reinvenções da escola pública|||MONOGRAFIA/LIVRO-ED/ORG|GESTÃO DEMOCRÁTICA DA EDUCAÇÃO|Português||https://www.livrosabertos.abcd.usp.br/portaldelivrosUSP/catalog/view/1520/1385/5414
Mandibular symphysis bilateral alveolar bone grafting|||TRABALHO DE EVENTO-RESUMO|MANDÍBULA|Inglês||
The Family Rhodacaridae Oudemans|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
Estudo da geração de imagens em displays volumétricos 3D de rotação baseados em LEDs|||TRABALHO DE EVENTO-RESUMO|ENGENHARIA ELÉTRICA|Português||https://soac.eesc.usp.br/index.php/siicusp/32siicusp/paper/viewFile/4469/3047
The Family Ologamasidae Ryke (Fig. 60.1)|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
The Family Digamasellidae Evans (Fig. 59.1)|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
Explorando as relações dos componentes do PCK de futuros Professores de Química: um estudo no contexro do programa de residência pedagógica|||TRABALHO DE EVENTO-RESUMO|PEDAGOGIA|Português||https://static.even3.com/anais/815334.pdf
Sensor de qualidade de alimento baseado em nanocelulose bacteriana|||TRABALHO DE EVENTO-RESUMO|ENGENHARIA ELÉTRICA|Português||https://soac.eesc.usp.br/index.php/siicusp/32siicusp/paper/viewFile/4467/2955
The rise of multidrug resistant Salmonella isolates in healthy chickens in Brazil by successful establishment of plasmid IncHI2A carrying several antibiotic resistance genes|||ARTIGO DE PERIODICO|VIRULÊNCIA|Inglês||https://doi.org/10.1007/s42770-022-00893-0
Revisão sistemática sobre as estratégias de tratamentos para a degradação de filmes de polietileno de baixa densidade|||TRABALHO DE EVENTO-RESUMO|MATERIAIS|Português||https://soac.eesc.usp.br/index.php/siicusp/32siicusp/paper/viewFile/4445/3177
The Family Dermanyssidae Kolenati (Fig. 58.1)|||PARTE DE MONOGRAFIA/LIVRO|PRODUTOS AGRÍCOLAS|Inglês||https://www.cabidigitallibrary.org/doi/book/10.1079/9781786390912.0000
